app_id,app_name,count
521340,True or False,407
228180,Action! - Gameplay Recording and Streaming,407
385270,Jet Racing Extreme,407
382110,Virtual Desktop,407
9180,Commander Keen Complete Pack,407
320040,Moon Hunters,406
416590,Emily Wants To Play,406
299720,Terrorhedron,405
37400,"Time Gentlemen, Please!",405
337150,Sentinels of the Multiverse,405
409590,Kingdoms,405
63950,IL-2 Sturmovik: Cliffs of Dover,403
391070,Stellar 2D,403
251850,Master Reboot,403
241990,Sorcerer King,403
235620,Small World,402
234490,Rush Bros,402
203830,The Dark Eye: Chains of Satinav,400
395200,Ben and Ed,400
408120,Cibele,400
203510,Fortune Summoners: Secret of the Elemental Stone,400
8400,Geometry Wars: Retro Evolved,400
436560,Kings and Heroes,399
467360,Off-Peak,399
235400,King’s Bounty: Legions,399
356310,METAL SLUG DEFENSE,399
375900,Trackmania Turbo,399
26500,Cogs,399
229480,Dungeons & Dragons: Chronicles of Mystara,398
319150,Hazard Ops,398
290730,My Lands,397
314520,Euro Fishing,397
512470,The Pirate: Caribbean Hunt,397
448370,IS Defense,397
346180,David.,396
3320,Insaniquarium! Deluxe,396
21680,Bionic Commando Rearmed,396
12130,Manhunt,395
372540,The Lost Mythologies,395
357900,Make it indie!,395
340810,Deepworld,395
111800,Blocks That Matter,394
529780,Disturbed,393
402330,Press X to Not Die,392
409670,Pink Hour,392
72000,Closure,392
477160,Human: Fall Flat,392
238910,Bionic Dues,392
405310,LEGO® MARVEL's Avengers,392
441790,Fragmented,392
363130,Toukiden: Kiwami,391
394380,BattleStick,391
310890,Breach & Clear: Deadline Rebirth (2016),390
233370,The Raven - Legacy of a Master Thief,390
271570,Space Farmers,389
410670,Suits: A Business RPG,389
473770,BallisticNG,389
378660,Blues and Bullets,389
256010,Jagged Alliance Flashback,389
451520,theBlu,388
211440,Adventures of Shuggy,388
410110,12 is Better Than 6,388
327140,Tilt Brush,388
257030,Project Nimbus: Complete Edition,387
214610,Cherry Tree High Comedy Club,387
258050,Survivor Squad,386
363930,Dead Age,385
227240,Construct 2 Free,384
268220,Meltdown,384
226580,F1 2014,384
388080,Borderless Gaming,383
307580,Technobabylon,383
305380,Blue Estate,383
27000,The Path,382
217100,Dementium II HD,382
290890,You Must Build A Boat,382
299030,Blood: One Unit Whole Blood,381
22610,Alien Breed: Impact,381
502550,Strike.is: The Game,380
238930,"7 Grand Steps, Step 1: What Ancients Begat",380
468530,A Date in the Park,379
13560,Tom Clancy's Splinter Cell,379
357300,Snakebird,379
62100,Chime,379
268400,Panzer Corps,378
235360,Prime World: Defenders,378
417890,Apotheon Arena,378
249950,Forge Quest,378
484870,Battle Dome,377
296830,Lucius II,377
238070,Shadow Warrior Classic (1997),377
465240,Serious Sam VR: The Last Hope,376
312610,METAL SLUG X,376
26900,Crayon Physics Deluxe,375
325420,Homebrew - Patent Unknown,375
297350,The Old City: Leviathan,375
410850,DRAGON QUEST HEROES™ Slime Edition,375
263560,Paper Sorcerer,374
377330,Close Your Eyes,374
271670,10 Second Ninja,373
505170,Carmageddon: Max Damage,373
283960,Pajama Sam in No Need to Hide When It's Dark Outside,373
243220,FRACT OSC,373
91100,SkyDrift,372
302590,Of Guards And Thieves,372
413710,Blood and Gold: Caribbean!,371
392110,ENDLESS™ Space 2,371
464780,ChuSingura46+1 S,370
441920,Dovetail Games Flight School,370
244910,Homesick,370
230860,Cannon Brawl,369
434650,Lost Castle,369
241910,Goodbye Deponia,369
294160,Galcon 2,369
296770,Real Boxing™,369
375200,Sakura Fantasy Chapter 1,369
357340,Cobalt,367
3700,Sniper Elite,367
317620,Space Hulk Ascension,367
202310,Ridge Racer™ Unbounded,367
397100,MachineCraft,366
243780,PixelJunk™ Monsters Ultimate,366
6800,Commandos: Behind Enemy Lines,366
274190,Broforce,366
553640,ICEY,365
244430,realMyst: Masterpiece Edition,364
41900,The Bard's Tale,364
205730,Insanely Twisted Shadow Planet,363
42170,Krater,363
340460,Spartans Vs Zombies Defense,363
70420,Chantelise,363
11240,Space Trader: Merchant Marine,362
269290,liteCam Game: 100 FPS Game Capture,362
203650,SONIC THE HEDGEHOG 4 Episode II,362
115120,Iron Brigade,362
285740,Kitty Powers' Matchmaker,361
225360,DARK,361
384150,TeraBlaster,361
7200,TrackMania United Forever,361
465520,PRICE,361
374030,Virginia,360
285840,Enemy Mind,360
98100,TRAUMA,359
322520,Dynasty Warriors 8 Empires,359
408740,Pro Gamer Manager,359
320760,Tokyo School Life,359
6300,Dreamfall: The Longest Journey,359
364050,Face It - A game to fight inner demons,359
384500,Zombie Party,359
15500,The Wonderful End of the World,358
400170,The Incredible Adventures of Van Helsing: Final Cut,358
349580,Burstfire,358
353640,Train Valley,356
224920,Legacy of Kain: Soul Reaver,356
428430,Endorlight,356
251370,Escape Goat,356
263200,Signs of Life,355
251830,Stick It To The Man!,355
493370,Ragnarok Clicker,355
252370,The Shivah,355
43000,Front Mission Evolved,355
263360,3089 -- Futuristic Action RPG,354
391260,Labyronia RPG,354
207650,A Virus Named TOM,354
360730,Cards and Castles,353
1500,Darwinia,353
3483,Peggle Extreme,353
361990,Lakeview Cabin Collection,352
15710,Oddworld: Abe's Exoddus,351
35000,Mini Ninjas,351
357330,Space Beast Terror Fright,350
345660,RIDE: Game,349
270050,Quest of Dungeons,349
324680,Impossible Creatures,349
392450,Silver Creek Falls - Chapter 1,348
395170,DISTRAINT: Deluxe Edition,348
294440,Shadowgate,348
289760,ROCKETSROCKETSROCKETS,348
25830,Knights of Honor,348
396650,ACE Academy,348
201290,Sins of a Solar Empire: Trinity,348
348670,Immune,346
320820,Toren,346
292380,Racer 8,346
475550,Beholder,346
263820,EvilQuest,345
424370,Wolcen: Lords of Mayhem,343
277590,Assassin's Creed Freedom Cry,342
450220,Overload Playable Teaser,342
264160,WazHack,342
302790,Momodora III,342
70100,Hacker Evolution,342
289930,TransOcean: The Shipping Company,342
12320,Sacred Gold,341
259740,Nightmares from the Deep: The Cursed Heart,341
202710,Demigod,341
321480,Sigils of Elohim,341
216260,Don Bradman Cricket 14,341
247430,Hitman: Contracts,340
17740,Empires,340
436520,Line of Sight,339
269250,WORLD END ECONOMiCA episode.01,339
458000,March of the Living,339
375530,"Football, Tactics & Glory",338
227260,DisplayFusion,338
208600,Lunar Flight,337
390340,Umbrella Corps,337
212030,Kung Fu Strike: The Warrior's Rise,337
266170,Windforge,336
232950,Bridge Project,336
277450,Imperial Glory,336
517910,Sisyphus Reborn,335
330760,Running Shadow,335
314970,Age of Conquest IV,335
422420,Godus Wars,335
264120,Victory: The Age of Racing,335
287260,Toybox Turbos,334
13600,Prince of Persia: The Sands of Time,334
421050,Deponia Doomsday,334
421120,Samorost 3,333
219950,NiGHTS into Dreams...,333
201420,Toki Tori 2+,333
265770,Cannons Lasers Rockets,332
470260,Event[0],332
440630,The Brookhaven Experiment,332
350740,The Bug Butcher,332
497180,Street Legal Racing: Redline v2.3.1,331
219190,Ultratron,331
263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,331
264690,Coin Crypt,331
254590,Theme Park Studio,331
211580,Wanderlust: Rebirth,331
328080,Rise to Ruins,330
211260,They Bleed Pixels,330
246760,Legends of Eisenwald,330
296870,Dreaming Sarah,330
260250,Blood of the Werewolf,329
250030,Lilly Looking Through,328
321290,Dandelion - Wishes brought to you -,328
218090,Unity of Command,328
287580,Pandora: First Contact,328
211360,Offspring Fling!,327
259780,Nimble Quest,327
209950,Triple Town,327
287020,Harvester,326
417880,Everybody's Gone to the Rapture,326
6040,The Dig,326
466500,35MM,326
37000,The Void,326
267610,Woodcutter Simulator 2013,325
375460,16bit Trader,325
13250,Unreal Gold,325
12710,Overlord: Raising Hell,325
257120,Not The Robots,325
333300,ADOM (Ancient Domains Of Mystery),324
364690,SUPER DISTRO,324
280010,Gunjitsu,324
406290,Twilight Struggle,323
353330,Love at First Sight,323
383790,The Ship: Remasted,322
257970,Loren The Amazon Princess,321
94590,Puzzle Agent 2,321
336670,HIT,321
311480,Vertical Drop Heroes HD,321
219700,Dogs of War Online - Beta,321
301860,Submerged,321
485890,Summer Sale,321
3710,Judge Dredd: Dredd vs Death,320
230980,Starseed Pilgrim,319
455910,STAR WARS™: Rogue Squadron 3D,319
41050,Serious Sam Classic: The First Encounter,319
381020,Sky Rogue,318
345610,The Fruit of Grisaia,318
260790,1001 Spikes,318
469920,hackmud,317
108500,Vessel,317
453340,Hustle Cat,317
369990,"Gremlins, Inc.",317
243040,Startopia,316
235820,Element4l,315
356070,Commander Cool 2,315
280180,Hover,315
24670,Trainz Simulator 12,314
239700,Hate Plus,314
324260,VoidExpanse,314
401680,POSTAL Redux,313
314010,Boid,312
303430,Roundabout,311
458710,Kingdom Rush Frontiers,311
12500,Puzzle Quest,311
234160,Strike Suit Infinity,310
314070,Super Mega Baseball: Extra Innings,310
2210,Quake 4,310
312450,Order of Battle: World War II,310
329380,Stealth Inc 2,310
294040,Loot Hero DX,310
262550,Gunman Clive,310
15740,Oddworld: Munch's Oddysee,310
530890,Haydee,310
488310,Eleven Table Tennis,309
15390,Brothers in Arms: Hell's Highway,309
347160,Steredenn,308
496460,Life is Feudal: Forest Village,308
322210,"Guns, Gore & Cannoli",308
224860,Arma Tactics,308
207150,Stellar Impact,308
6010,Indiana Jones and the Fate of Atlantis,308
265970,Worlds of Magic,308
346560,Hero of the Kingdom II,308
377860,Mushihimesama,307
262120,Toy Soldiers: Complete,307
371180,Super 3-D Noah's Ark,307
427760,A Chair in a Room: Greenwater,307
39670,Chaser,307
253610,Wrack,306
348470,SAMURAI WARRIORS 4-II,306
73020,Majesty 2 Collection,306
370510,Marble Mayhem: Fragile Ball,306
256330,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,306
242130,Vector Thrust,306
457550,Bigscreen Beta,305
351790,Invisible Apartment,305
22650,Alien Breed 2: Assault,305
281940,Woolfe - The Red Hood Diaries,304
452490,The Cubicle.,304
18000,"On the Rain-Slick Precipice of Darkness, Episode One",304
288120,Dungeonmans,304
213330,LEGO® Batman™ 2: DC Super Heroes,304
340340,Domestic Dog,304
433530,Heliborne Collection,303
368860,Garbage Day,303
381560,Epic Cards Battle(TCG),302
253770,Bus-Simulator 2012,302
324510,Boundless,302
105100,Lume,302
252310,Syder Arcade,302
40380,Nail'd,301
244070,Sid Meier's Ace Patrol,301
231310,MirrorMoon EP,301
71000,Evochron Mercenary,301
354650,MISSING: An Interactive Thriller - Episode One,301
273770,Game Tycoon 1.5,301
344770,fault - milestone two side: above,300
323900,MoW: Face Off M,300
352700,Subspace Continuum,300
302080,Bus Driver,299
24870,Need for Speed: SHIFT,299
246300,Paranormal,299
343270,Disillusions Manga Horror,299
250380,Knock-knock,299
505750,Trimmer Tycoon,299
265810,The Sandbox,298
73010,Cities in Motion,298
461840,Zenge,298
273070,The Last Federation,298
407810,Hard Reset Redux,298
327880,Sublevel Zero Redux,297
282530,Castlevania: Lords of Shadow – Mirror of Fate HD,296
209790,Splice,296
262690,Little Racers STREET,296
47000,4 Elements,296
266230,Last Dream,296
270090,N.P.P.D. RUSH - The milk of Ultra violet,295
10130,TimeShift,295
348460,Bierzerkers,295
248330,Dino Run DX,295
248650,Draw a Stickman: EPIC,295
353700,The Deadly Tower of Monsters,294
46540,Trapped Dead,294
405500,Dangerous Golf,294
251890,World of Diving,294
337930,Nameless ~The one thing you must recall~,293
378610,Valley,293
6250,Making History: The Calm & The Storm,293
398100,Highschool Romance,293
300970,Fiesta Online NA,293
311870,Super Trench Attack!,292
312370,"Warhammer 40,000: Armageddon",292
463270,Ghost 1.0,292
562220,Zup! 2,292
236790,Agricultural Simulator 2013 Steam Edition,291
21670,Bionic Commando,291
457320,HoloBall,291
236930,Blackwell Epiphany,291
374670,Ember Strike,291
457860,Apollo 11 VR,291
7860,NecroVisioN,290
229520,Dungeon Hearts,290
317710,Velocibox,290
253150,Halfway,290
200370,A Game of Dwarves,290
411370,MELTY BLOOD Actress Again Current Code,289
285800,Braveland,289
226120,Weird Worlds: Return to Infinite Space,289
315260,Space Hack,289
306410,Crystals of Time,289
207930,Sacred Citadel,288
407420,Gabe Newell Simulator,288
429940,The Sad Story of Emmeline Burns,288
261880,Corporate Lifestyle Simulator,288
301650,Battlezone 98 Redux,288
311400,OCEAN CITY RACING: Redux,288
334070,Hektor,288
335790,Words for Evil,288
355150,gravilon,287
407330,Sakura Dungeon,287
392470,NOBUNAGA'S AMBITION: Sphere of Influence,286
242780,Cognition: An Erica Reed Thriller,285
446620,Zombie Training Simulator,285
222640,Aarklash: Legacy,285
293240,Cosmochoria,285
360150,How To Survive Third Person,285
48950,Greed Corp,284
253290,FOTONICA,283
293860,White Noise Online,283
299540,Heroes Rise: The Prodigy,283
263320,Saturday Morning RPG,282
367570,oO,282
427100,Fernbus Simulator,281
449680,SAMOLIOTIK,281
33320,Prince of Persia: The Forgotten Sands,281
376310,Otherland,280
384980,Battle for Blood - Epic battles within 30 seconds!,280
266410,iRacing,280
321260,Wickland,280
264300,Guns'N'Zombies,279
266390,Farm for your Life,279
352520,The Silent Age,279
242840,In Verbis Virtus,279
206370,Tales from Space: Mutant Blobs Attack,279
316930,Kings of Kung Fu,279
351700,UnReal World,279
540610,Delicious! Pretty Girls Mahjong Solitaire,278
417290,Ghost of a Tale,278
430960,Lucy -The Eternity She Wished For-,278
385330,Stray Cat Crossing,278
248530,Depth Hunter 2: Deep Dive,278
319480,Odallus: The Dark Call,278
410820,Starward Rogue,278
389510,Wild Animal Racing,278
275180,Costume Quest 2,277
343440,Crash Drive 2,277
65730,Take On Helicopters,277
284870,9 Clues: The Secret of Serpent Creek,277
284710,Abyss: The Wraiths of Eden,277
249360,Zafehouse: Diaries,277
295770,Rogue Shooter: The FPS Roguelike,277
339120,Fork Parker's Holiday Profit Hike,277
307640,Stick RPG 2,276
358750,Sunrider: Liberation Day - Captain's Edition,276
422900,Particle Fleet: Emergence,275
546390,Brief Karate Foolish,275
301190,Frederic: Resurrection of Music,275
399820,Kopanito All-Stars Soccer,275
32390,STAR WARS™ Jedi Knight: Mysteries of the Sith™,275
247350,Artemis Spaceship Bridge Simulator,275
223630,AirBuccaneers,274
369110,The Swindle,274
207250,Cubemen,274
15170,Heroes of Might & Magic V,274
477270,Lightblade VR,273
34190,Sonic and SEGA All Stars Racing,273
431180,WolfQuest: Classic,273
259620,3079 -- Block Action RPG,273
244810,Foul Play,272
393200,Bad Rats Show,272
370910,Kathy Rain,272
335820,Dream Of Mirror Online,272
397460,The Jackbox Party Pack 2,272
288040,Actual Sunlight,272
524970,Helmet Heroes,271
434030,Aerofly FS 2 Flight Simulator,271
255300,Journey of a Roach,271
239090,Samurai Gunn,270
207530,Noitu Love 2 Devolution,270
217750,Age of Conan: Unchained,270
299660,6180 the moon,269
449050,Rock Paper Scissors Champion,269
377140,Hide & Hold Out - H2o,269
1300,SiN Episodes: Emergence,268
286120,QuestRun,268
209330,A Valley Without Wind,268
2290,Final DOOM,267
265000,FORCED SHOWDOWN,267
350640,Sherlock Holmes: The Devil's Daughter,267
39650,The Guild II,267
351340,Belladonna,267
453890,Black Rose,266
416210,Block'hood,266
313080,The Masterplan,266
301460,Electronic Super Joy: Groove City,266
280040,A Wizard's Lizard,266
285820,Action Henk,266
255390,Max: The Curse of Brotherhood,265
318310,Choice of the Deathless,265
409660,Angry Video Game Nerd II: ASSimilation,265
252010,Oniken,265
431730,Aseprite,264
265950,Ether One,264
381990,Dragon Saga,264
112100,Avadon: The Black Fortress,264
71260,Space Channel 5: Part 2,264
366320,Seasons after Fall,264
259510,Shufflepuck Cantina Deluxe,263
42890,Sword of the Stars Complete Collection,263
67000,The Polynomial,263
252550,Qbeh-1: The Atlas Cube,263
209520,Mini Motor Racing EVO,263
267360,MURI,263
300580,GALAK-Z,262
418180,Tempest,262
362070,Metal Reaper Online,262
429180,Project CARS - Pagani Edition,262
219600,NBA 2K13,262
18040,DeathSpank,262
355800,Space Run Galaxy,261
240970,Half Minute Hero: The Second Coming,261
412050,HordeZ,261
305640,Shattered Planet,261
326150,Death Skid Marks,261
262000,Gabriel Knight - Sins of the Fathers,261
388800,Azure Striker Gunvolt,261
392580,WARSHIFT,261
62000,Flight Control HD,260
6420,Nexus: The Jupiter Incident,260
288930,The Charnel House Trilogy,260
11340,Larva Mortus,259
202270,Leviathan: Warships,259
212050,Resonance,259
350070,Environmental Station Alpha,259
295250,Stranded,259
248170,Clickteam Fusion 2.5,258
280360,Interstellaria,258
263740,FootLOL: Epic Soccer League,258
449020,The Bottom of the Well,258
61600,Zen Bound® 2,258
19000,Silent Hill: Homecoming,258
275470,Chip,258
234920,Dyscourse,257
255870,PixelJunk™ Shooter,257
27940,Dead Horde,256
319250,Magicmaker,256
359900,The Incredible Adventures of Van Helsing III,256
246680,Secrets of Rætikon,256
248350,Omegalodon,256
32510,LEGO® Star Wars™ III: The Clone Wars™,255
210950,Rune Classic,255
208030,Moon Breakers,255
498330,Cats are Liquid - A Light in the Shadows,254
282050,MX vs. ATV Supercross Encore,254
9340,Company of Heroes: Opposing Fronts,254
248710,Iesabel,254
399790,Destiny Warriors,254
396480,Battlevoid: Harbinger,254
307070,Memories of a Vagabond,253
2610,GUN,253
22310,Rogue Warrior,253
246940,Lords of the Black Sun,253
464620,Siralim 2,253
315840,Catacomb Kids,253
215630,Demonicon,252
229810,A Fistful of Gun,252
240440,Quadrilateral Cowboy,252
91330,Iron Front : Liberation 1944,252
360510,Into the Stars,252
24810,Command and Conquer 3: Kane's Wrath,252
285110,GearCity,251
207400,eXceed 3rd - Jade Penetrate Black Package,251
4850,Cossacks: Back to War,250
63940,Men of War: Vietnam,250
420440,Atlantic Fleet,250
45450,Fortix 2,250
397270,A Kiss For The Petals - Remembering How We Met,250
279260,Richard & Alice,250
236130,Horizon,250
205840,Yesterday,250
475630,Crush Online,250
242980,Daikatana,249
247140,Soundodger+,249
321800,Icewind Dale: Enhanced Edition,249
278620,TinyKeep,249
363490,Escape Machines,249
293520,Carnivores: Dinosaur Hunter Reborn,249
363150,ROMANCE OF THE THREE KINGDOMS XIII,249
287100,Chaos Domain,249
253410,Ravensword: Shadowlands,249
403740,GabeN: The Final Decision,249
241620,Inquisitor,248
402620,Kindred Spirits on the Roof,248
15300,Tom Clancy's Ghost Recon,248
328220,Wild Season - Episode 1,248
434250,Masked Shooters 2,247
13580,Tom Clancy's Splinter Cell: Double Agent,246
104600,Portal 2 - The Final Hours,246
298480,Victory At Sea,246
322290,Gurumin: A Monstrous Adventure,246
292600,Duet,246
394760,Dead Effect 2,246
225300,Tomb Raider II,246
264280,99 Levels To Hell,245
271860,Super Killer Hornet: Resurrection,245
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",245
345260,MEDIEVAL: Total War™ - Gold Edition,245
431600,Automobilista,245
269110,Super Motherload,245
57680,The First Templar,245
270310,Dominique Pamplemousse,244
342300,Zombie Kill of the Week - Reborn,244
302690,Metal Dead,244
33420,Call of Juarez: The Cartel,244
282100,Fearless Fantasy,244
201210,Pox Nora,244
7610,Railroad Tycoon 3,244
201480,Serious Sam: The Random Encounter,243
521200,Epic Battle Fantasy 3,243
442710,Fantasy Tales Online,243
229870,ShootMania Storm,243
1530,Multiwinia,242
226960,Ironclad Tactics,242
6510,Lost Planet: Extreme Condition,242
468700,NVIDIA® VR Funhouse,241
365770,Volume,241
353270,Hyperdimension Neptunia Re;Birth3 V Generation,241
504770,Slavistan,241
248470,Doorways: Prelude,241
352950,Better Late Than DEAD,241
496810,MegaTagmension Blanc + Neptune VS Zombies,241
27020,The Graveyard,240
284770,Enigmatis 2: The Mists of Ravenwood,240
277870,Diehard Dungeon,240
15210,Silent Hunter III,240
235320,Original War,240
301750,RADical ROACH Remastered,240
467380,Khimera: Destroy All Monster Girls,240
328730,Letter Quest: Grimm's Journey,239
262770,Freedom Fall,239
533780,Zombie Defense,239
409690,Pink Heaven,239
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,239
252910,Skyscraper Simulator,238
417910,Street Warriors Online,238
80200,Fate of the World,238
11200,Shadowgrounds: Survivor,238
371420,Teddy Floppy Ear - The Race,238
284830,Clockwork Tales: Of Glass and Ink,238
214550,Eets Munchies,238
262490,Manga maker ComiPo!,237
243160,Mushroom 11,237
258220,Blood Knights,237
231720,Bad Hotel,237
45710,Dark Void,236
472680,Elisa: The Innkeeper - Prequel,236
340490,Subterrain,236
410340,Liftoff,236
253630,Steam Marines,236
251110,INFRA,235
57650,Dungeons,235
7660,X-COM: Apocalypse,235
263880,Aqua Kitty - Milk Mine Defender,235
461430,EmergeNYC,235
285050,Showtime!,234
363620,Tea Party Simulator 2015™,234
344740,CRYPTARK,234
326190,Alchemy Mysteries: Prague Legends,234
346370,Into The War,233
497640,Trick & Treat,233
485650,Campaign Clicker,233
257830,Violett,233
433100,The Town of Light,233
249550,NEStalgia,233
273500,Over 9000 Zombies!,233
245450,Wizardry 8,232
340350,Quintet,232
328500,Potatoman Seeks the Troof,232
238530,Super Puzzle Platformer Deluxe,232
345010,Ascent - The Space Game,232
415420,Nyan Cat: Lost In Space,232
108700,Death Rally,232
328940,The Deer God,232
7620,Railroad Tycoon 2: Platinum,231
260160,The Last Tinker: City of Colors,231
314980,Supreme Ruler Ultimate,231
351490,Intergalactic Bubbles,231
3020,Call of Juarez,231
429050,Feed and Grow: Fish,231
262470,Rollers of the Realm,231
262750,GoD Factory: Wingmen,231
416770,SquareCells,230
310060,Knights of Pen and Paper 2,230
252570,Depths of Fear :: Knossos,230
359230,Lethis - Path of Progress,230
265330,Gomo,230
3260,Safecracker: The Ultimate Puzzle Adventure,230
295710,Darkwind: War on Wheels,230
371570,Tap Heroes,230
269810,Spate,230
207370,eXceed - Gun Bullet Children,230
363460,Spermination,229
391780,Uebergame,229
261430,AION Free-to-Play,229
99100,Dungeons & Dragons: Daggerdale,229
412830,STEINS;GATE,229
31170,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,229
339580,Ember,229
283370,Marine Sharpshooter II: Jungle Warfare,229
279940,The Book of Unwritten Tales 2,229
479130,ESEA,228
342570,HIS (Heroes In the Sky),228
348550,GUILTY GEAR XX ACCENT CORE PLUS R,228
65780,Arma: Gold Edition,228
296240,The Promised Land,228
347670,Karate Master 2 Knock Down Blow,228
396160,Secret Of Magia,228
222140,Puddle,228
302010,The Blue Flamingo,228
215120,ROSE Online,228
388320,1979 Revolution: Black Friday,227
414730,Epic Clicker Journey,227
427910,Zavix Tower,227
489460,The Last Leviathan,227
32350,STAR WARS™ Starfighter™,227
275530,Z,227
201490,Airline Tycoon 2,226
209730,RAW - Realms of Ancient War,226
281220,BloodRayne: Betrayal (Legacy),226
304950,Castaway Paradise,226
9460,Frontlines: Fuel of War,226
43190,The Haunted: Hells Reach,226
319140,Xeodrifter™,225
395850,Bear Simulator,225
293840,Cult of the Wind,225
22450,Hunted: The Demon's Forge,225
25980,Majesty 2,225
527340,What The Box?,225
202130,Impire,224
253920,Gorky 17,224
450390,The Lab,224
380580,SpaceCorn,224
111100,Snuggle Truck,224
310700,Super Win the Game,223
15190,Brothers in Arms: Road to Hill 30,223
303800,The Witcher Adventure Game,223
258590,Finn and Jake's Epic Quest,222
261680,Journal,222
9800,Death to Spies,222
363360,Interstellar Rift,222
218510,Planets Under Attack,222
216110,Tiny Troopers,222
1700,Arx Fatalis,222
58550,A Game of Thrones - Genesis,222
215870,Dungeon Party,221
288060,Whispering Willows,221
403690,Codename: Rogue Fleet,221
269370,Reaper - Tale of a Pale Swordsman,221
251690,Speedball 2 HD,221
355860,Albino Lullaby: Episode 1,221
356130,Heroes of Scene,221
429720,IMSCARED,220
7650,X-COM: Terror from the Deep,220
449960,Book of Demons,220
432010,World's Dawn,220
263420,Probably Archery,220
293320,Coma: Mortuary,220
46560,Robin Hood,220
25010,Lugaru HD ,220
70620,Worms Crazy Golf,219
398680,Ace of Words,219
11360,Chains,219
227060,Hegemony Rome: The Rise of Caesar,219
111600,Serious Sam Double D XXL,218
408280,Message Quest,218
233190,Final Exam,218
440650,Niche - a genetics survival game,218
319740,There Came an Echo,218
271500,Sniper Art of Victory,218
401810,Poi,218
21660,Street Fighter IV,218
248970,Vector,218
269230,Aces Wild: Manic Brawling Action!,217
227560,Scourge: Outbreak,217
306670,Overlord: Fellowship of Evil,217
384740,CAT Interstellar,217
253370,Axis Game Factory's AGFPRO 3.0,216
254960,Silent Storm,216
317250,Airscape: The Fall of Gravity,216
416680,Zombie Night Terror,216
356370,Soccer Manager 2015,215
237760,Intake,215
397430,Zoombinis,215
9310,"Warhammer 40,000: Dawn of War - Winter Assault",215
260570,Gray Matter,215
359580,Uncanny Valley,215
265670,Imagine Me,215
425670,Seraph,215
329460,JumpJet Rex,214
457210,SEUM: Speedrunners from Hell,214
31700,Iron Grip: Warlord,214
395350,Doors,213
385890,Golden Rush,213
329970,KeeperRL,213
279140,Making History: The Great War,213
454540,LuckCatchers,213
357780,Defend Your Life,213
315860,Celestian Tales: Old North,212
259660,Void Destroyer,212
211900,Conquest of Elysium 3,212
46510,Syberia 2,212
431500,Clash of the Monsters,212
427240,Cosmic Trip,212
339400,Runestone Keeper,211
12770,Rise of the Argonauts,211
330350,Robotex,211
311800,Black Ice,211
203350,King's Bounty: Warriors of the North,211
270270,Frozen State,211
385830,Burgers,211
70120,Hacker Evolution Duality,210
255340,Escape Goat 2,210
451760,Highway Blossoms,210
255920,The 7th Guest,210
42500,DogFighter,209
303790,Faery - Legends of Avalon,209
385380,Planet Centauri,209
343730,Irrational Exuberance: Prologue,209
228960,Skulls of the Shogun,209
63610,Riven,209
227380,Dragon's Lair,208
260750,Neighbours from Hell,208
289520,King's Bounty: Dark Side,208
442210,Switchcars,208
45300,Wings of Prey,208
388340,Super Hipster Lumberjack,208
407120,Soccer Manager 2016,208
285500,Hard Truck Apocalypse / Ex Machina,208
237350,Frozen Cortex,207
31220,Sam & Max 301: The Penal Zone,207
40930,The Misadventures of P.B. Winterbottom,206
267920,Gun Metal,206
340300,Teddy Floppy Ear - Mountain Adventure,206
216390,Fallen Enchantress,205
409100,The Purring Quest,205
387370,Sol 0: Mars Colonization,205
434170,The Jackbox Party Pack 3,205
469730,Super Mega Neo Pug,205
231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,205
314830,Blackguards 2,205
236730,Anomaly 2,204
255280,1954 Alcatraz,204
350970,Planet of the Eyes,204
207570,English Country Tune,204
248490,1953 - KGB Unleashed,204
257990,Oozi: Earth Adventure,204
487220,Freebie,204
295930,Swipecart,204
257790,Riptide GP2,204
224900,Iron Sky Invasion,203
322190,SteamWorld Heist,203
251490,Gravity Ghost,203
466170,Idling to Rule the Gods,203
39540,SpellForce: Platinum Edition,203
355970,Home is Where One Starts...,202
222660,Retro/Grade,202
425210,Shadwen,202
402560,Tabletopia,202
308040,Back to Bed,202
377680,Sakura Beach,202
46480,Still Life,202
1640,Disciples II: Gallean's Return,202
324170,Pyrite Heart,201
399640,Flamebreak,201
301320,NoLimits 2 Roller Coaster Simulation,201
365960,rFactor 2,201
47540,Puzzle Quest 2,201
102200,Runespell: Overture,201
380670,Final Approach,201
211180,Unmechanical,201
385400,Weapons Genius,201
255320,Edna & Harvey: The Breakout,201
279440,Joe Dever's Lone Wolf HD Remastered,201
292230,Game Character Hub,201
279800,Grim Legends 2: Song of the Dark Swan,201
212410,Inversion™,201
258090,99 Spirits,200
360380,Tiny Bridge: Ratventure,200
414130,Fall of the Titanic,200
238870,Citadels,200
3810,BloodRayne,200
1900,Earth 2160,200
105300,Critical Mass,200
58200,Jolly Rover,200
63800,Delve Deeper,199
368650,Dark Echo,199
260730,Desperados - Wanted Dead or Alive,199
421810,OH! RPG!,199
24400,King Arthur - The Role-playing Wargame,199
